id,age,employer_type,highest_education_completed,marital_status,occupation_code,race_code,gender,capital_gains,capital_losses,hours_worked_per_week,native_country_code,salary_greater_than_100k
8410,24,non_government,high_school,never_married,4,3,1,0,0,40,20,0
8411,39,government_state,high_school,never_married,7,2,0,0,0,40,20,0
8412,22,non_government,high_school,never_married,4,2,1,0,0,40,20,0
8413,38,self_employed_not_incorporated,high_school, married,3,3,0,0,0,24,20,1
8414,34,non_government,bachelors_degree, married,0,3,1,0,0,50,20,1
8415,22,government_state,some_college, married,7,2,1,0,0,15,20,0
8416,36,non_government,associates_degree_academic,never_married,8,3,1,0,0,55,10,0
8417,22,non_government,bachelors_degree,never_married,2,3,0,0,0,40,20,0
8418,62,non_government,some_college, divorced,0,3,0,0,0,40,20,0
8419,53,non_government,high_school, married,7,2,1,0,5470,40,20,0
8420,22,non_government,some_college,never_married,8,3,1,0,0,40,20,0
8421,48,non_government,some_college, married,4,3,1,0,0,30,20,0
8422,23,non_government,bachelors_degree,never_married,2,3,0,0,0,25,20,0
8423,47,non_government,high_school, married,10,2,0,42668,0,40,20,1
8424,44,non_government,some_college, married,6,3,1,0,0,40,20,0
8425,23,non_government,bachelors_degree,never_married,7,3,0,0,0,40,20,0
8426,20,non_government,some_college,never_married,3,2,0,0,0,30,20,0
8427,37,non_government,masters_degree, divorced,1,3,1,0,0,48,20,0
8428,30,non_government,bachelors_degree, married,7,3,0,0,0,40,20,1
8429,37,non_government,high_school, married,6,3,1,0,0,51,20,0
8430,56,government_local,bachelors_degree, married,1,3,1,0,0,40,20,1
8431,25,non_government,high_school, married,6,3,1,0,0,45,20,0
8432,27,government_local,bachelors_degree,never_married,1,3,0,0,0,60,20,0
8433,32,non_government,high_school,never_married,4,3,1,0,0,60,20,0
8434,28,non_government,bachelors_degree,never_married,2,3,1,0,0,40,20,0
8435,25,non_government,some_college,never_married,8,3,1,32012,0,50,20,1
8436,32,non_government,bachelors_degree, married,3,2,1,0,0,40,20,1
8437,32,non_government,some_college,never_married,2,2,0,0,0,40,20,0
8438,50,self_employed_not_incorporated,associates_degree_vocational, married,3,3,1,0,0,60,20,1
8439,47,non_government,high_school, divorced,1,0,0,0,0,40,20,0
8440,44,self_employed_incorporated,bachelors_degree, married,3,3,1,0,0,30,20,0
8441,35,self_employed_not_incorporated,professional_degree, married,1,3,1,0,0,50,20,1
8442,39,government_state,doctoral_degree, divorced,1,3,0,0,0,40,20,1
8443,60,self_employed_not_incorporated,some_college, married,0,3,1,0,0,50,20,0
8444,53,government_federal,some_college, divorced,11,3,1,0,0,40,20,0
8445,42,non_government,associates_degree_vocational, divorced,1,3,0,0,0,40,20,0
8446,56,non_government,high_school, married,3,3,0,0,0,15,20,0
8447,22,non_government,high_school, married,7,2,1,0,0,40,20,0
8448,19,non_government,some_college,never_married,2,3,0,0,0,20,20,0
8449,52,non_government,bachelors_degree, married,1,3,1,0,0,40,20,1
8450,49,non_government,high_school, married,3,3,1,0,0,40,20,0
8451,48,non_government,high_school, divorced,4,1,0,0,0,40,19,0
8452,18,non_government,high_school,never_married,2,3,0,0,0,20,20,0
8453,26,self_employed_not_incorporated,high_school, married,2,3,1,0,0,40,20,0
8454,31,non_government,bachelors_degree, married,3,3,1,0,5479,45,20,1
8455,40,non_government,some_college, married,1,3,1,21069,0,40,20,1
8456,36,government_local,bachelors_degree,never_married,9,3,1,0,0,60,20,0
8457,36,non_government,high_school,never_married,7,3,0,0,0,40,20,0
8458,41,non_government,high_school, divorced,0,3,1,0,0,40,20,0
8459,53,non_government,high_school, separated,8,3,1,0,0,45,20,0
8460,35,non_government,high_school,never_married,10,2,0,0,0,48,20,0
8461,38,government_state,bachelors_degree, married,9,3,1,0,0,60,20,0
8462,57,non_government,high_school, divorced,2,2,0,0,0,40,20,0
8463,34,non_government,high_school, divorced,2,3,1,0,0,40,20,0
8464,41,government_local,some_college, divorced,9,3,0,0,0,40,20,0
8465,29,non_government,high_school,never_married,7,3,1,0,0,38,20,0
8466,28,government_local,high_school, married,9,3,1,11239,0,40,20,0
8467,35,non_government,some_college,never_married,5,3,0,0,0,40,20,0
8468,42,non_government,high_school, divorced,3,3,1,0,0,47,20,0
8469,39,non_government,bachelors_degree, married,6,1,1,0,0,40,15,1
8470,44,government_local,some_college, widowed,2,3,0,0,0,15,20,0
8471,45,non_government,high_school, separated,10,2,0,0,0,15,20,0
8472,45,non_government,bachelors_degree, married,0,3,1,0,0,72,22,1
8473,26,non_government,bachelors_degree,never_married,2,1,0,0,0,40,36,0
8474,45,non_government,high_school, married,2,3,0,0,0,30,20,0
8475,31,non_government,high_school, married,8,3,1,0,0,50,20,0
8476,34,non_government,bachelors_degree,never_married,7,3,1,0,6109,40,20,0
8477,37,non_government,high_school, married,8,3,1,0,0,50,20,0
8478,40,non_government,high_school, married,6,3,1,0,0,40,20,0
8479,19,non_government,high_school,never_married,11,2,1,0,0,30,20,0
8480,42,government_local,bachelors_degree, married,9,3,1,0,0,42,20,0
8481,70,self_employed_not_incorporated,high_school, widowed,7,3,0,6991,0,20,20,0
8482,46,non_government,masters_degree, divorced,1,3,0,19685,0,50,20,0
8483,45,non_government,masters_degree, divorced,0,3,0,0,0,40,20,1
8484,35,non_government,high_school,never_married,10,1,1,0,0,40,0,0
8485,19,non_government,some_college,never_married,4,3,0,0,0,35,20,0
8486,38,non_government,bachelors_degree, married,0,3,1,0,0,55,20,1
8487,49,non_government,high_school, married,9,3,1,0,0,40,20,0
8488,23,non_government,high_school,never_married,6,3,0,0,0,33,20,0
8489,22,non_government,some_college,never_married,3,1,1,0,0,20,15,0
8490,26,non_government,bachelors_degree,never_married,1,3,1,38441,0,50,20,1
8491,50,non_government,some_college, divorced,6,3,1,0,0,40,20,0
8492,44,self_employed_not_incorporated,professional_degree, married,1,3,1,0,0,40,20,1
8493,44,government_local,associates_degree_vocational,never_married,6,3,1,0,0,44,20,0
8494,29,non_government,high_school, married,6,3,1,0,0,50,20,0
8495,46,non_government,professional_degree, divorced,1,3,0,0,0,40,20,0
8496,34,non_government,bachelors_degree,never_married,7,3,0,0,0,35,20,0
8497,41,self_employed_incorporated,some_college, married,0,3,1,0,6774,55,20,1
8498,27,non_government,high_school, married,3,3,1,0,0,50,8,0
8499,34,government_local,some_college,never_married,2,3,0,0,0,18,20,0
8500,24,non_government,associates_degree_vocational,never_married,5,2,0,0,0,40,20,0
8501,45,non_government,doctoral_degree, married,1,3,1,0,0,50,20,1
8502,40,government_state,masters_degree, divorced,0,3,0,4701,0,40,20,0
8503,54,non_government,some_college, married,11,3,1,0,0,40,20,0
8504,52,non_government,high_school, divorced,7,3,1,0,0,40,20,0
8505,52,non_government,some_college, divorced,0,3,0,0,0,50,20,0
8506,21,non_government,some_college,never_married,2,3,0,0,0,25,20,0
8507,46,non_government,some_college, married,2,3,1,0,0,40,20,0
8508,31,non_government,high_school,never_married,3,3,0,0,0,40,20,0
8509,43,non_government,high_school, married,10,3,1,0,0,40,20,0
8510,31,non_government,some_college, divorced,2,3,0,0,0,50,20,0
8511,27,non_government,high_school, separated,7,3,0,0,0,50,20,0
8512,31,non_government,high_school, married,6,3,1,0,0,52,20,0
8513,41,government_local,bachelors_degree, divorced,1,3,0,0,0,40,20,0
8514,81,self_employed_not_incorporated,high_school, married,0,3,1,0,0,30,20,0
8515,42,non_government,masters_degree, divorced,1,3,0,6645,0,16,20,0
8516,24,non_government,some_college,never_married,11,3,1,0,0,20,20,0
8517,42,non_government,high_school, divorced,8,3,1,0,0,40,20,0
8518,39,non_government,some_college, married,10,3,1,0,0,40,20,0
8519,45,self_employed_not_incorporated,some_college,never_married,3,3,0,0,0,35,20,0
8520,33,non_government,high_school, separated,10,3,1,0,0,30,20,0
8521,47,government_state,bachelors_degree, married,0,3,1,0,0,40,20,1
8522,30,non_government,associates_degree_vocational,never_married,1,3,0,0,0,40,20,0
8523,40,self_employed_not_incorporated,some_college,never_married,6,3,1,0,0,35,20,1
8524,41,non_government,bachelors_degree, married,5,3,0,0,0,25,20,1
8525,21,non_government,high_school,never_married,6,3,1,0,0,35,20,0
8526,25,non_government,some_college,never_married,1,3,0,0,0,40,20,0
8527,48,government_local,masters_degree, married,1,3,0,0,0,40,20,1
8528,34,non_government,bachelors_degree, married,0,3,1,0,0,50,20,1
8529,67,non_government,some_college, divorced,7,2,0,0,0,41,20,0
8530,44,non_government,bachelors_degree,never_married,1,3,0,0,0,45,20,0
8531,57,non_government,bachelors_degree, married,0,3,1,0,0,50,20,1
8532,24,non_government,associates_degree_academic, married,2,3,0,0,0,40,20,0
8533,24,non_government,associates_degree_vocational,never_married,10,3,1,0,0,40,20,0
8534,50,government_federal,masters_degree, married,5,3,1,0,0,40,20,1
8535,28,government_state,high_school, married,2,3,0,0,0,40,20,0
8536,33,non_government,bachelors_degree, married,2,3,1,0,6086,45,20,1
8537,38,non_government,high_school,never_married,1,3,1,0,0,40,20,0
8538,47,self_employed_not_incorporated,doctoral_degree, married,6,3,1,0,0,50,20,0
8539,31,non_government,professional_degree,never_married,1,3,1,0,0,50,20,0
8540,24,non_government,high_school,never_married,4,2,1,0,0,40,20,0
8541,31,non_government,associates_degree_vocational,never_married,11,3,1,0,0,40,20,0
8542,28,non_government,high_school,never_married,8,3,1,0,0,20,20,0
8543,42,non_government,bachelors_degree,never_married,3,3,1,0,0,40,20,0
8544,19,non_government,some_college,never_married,6,3,1,0,0,20,20,0
8545,38,self_employed_not_incorporated,some_college, married,10,3,1,23732,0,40,20,1
8546,20,non_government,some_college,never_married,7,3,1,0,0,40,20,0
8547,32,non_government,some_college, married,6,3,1,0,0,40,20,0
8548,43,non_government,masters_degree, divorced,1,3,0,0,7373,40,20,1
8549,19,non_government,high_school,never_married,10,3,1,0,0,45,20,0
8550,29,non_government,high_school, married,10,3,1,0,0,40,20,0
8551,25,self_employed_not_incorporated,associates_degree_academic,never_married,3,3,1,0,0,50,20,0
8552,30,non_government,associates_degree_vocational,never_married,6,3,1,0,0,40,20,1
8553,35,non_government,some_college, separated,6,3,1,0,0,40,20,0
8554,38,non_government,bachelors_degree,never_married,2,3,0,0,0,50,20,0
8555,48,non_government,high_school, married,7,3,1,0,0,40,20,0
8556,31,non_government,high_school, widowed,6,3,0,0,0,40,20,0
8557,40,government_state,bachelors_degree, divorced,6,3,1,0,0,40,20,0
8558,55,government_local,high_school, married,1,3,0,0,6955,40,20,1
8559,38,self_employed_not_incorporated,associates_degree_vocational, divorced,0,3,1,0,0,35,20,0
8560,26,non_government,bachelors_degree,never_married,7,3,1,0,0,30,20,0
8561,29,non_government,some_college,never_married,10,3,1,0,0,45,20,0
8562,42,non_government,high_school, divorced,6,3,1,0,0,40,20,0
8563,34,government_state,some_college, separated,0,3,0,0,0,40,20,0
8564,26,non_government,some_college,never_married,8,3,1,0,0,50,20,0
8565,44,self_employed_not_incorporated,high_school, married,6,3,1,0,0,30,20,0
8566,58,non_government,high_school, married,6,3,1,0,0,40,20,0
8567,21,government_local,some_college,never_married,2,3,1,0,0,40,20,0
8568,22,non_government,some_college,never_married,2,3,1,0,0,25,20,0
8569,39,non_government,high_school,never_married,2,3,1,0,0,45,20,0
8570,41,self_employed_not_incorporated,high_school, divorced,6,3,1,0,0,40,20,0
8571,58,self_employed_not_incorporated,high_school, married,0,3,0,0,0,10,20,1
8572,61,government_local,high_school, widowed,2,3,0,4290,0,35,20,0
8573,42,non_government,some_college, married,0,3,1,21164,0,52,20,1
8574,46,non_government,some_college, married,1,3,1,0,5851,50,20,1
8575,45,non_government,bachelors_degree, married,0,3,1,0,0,40,20,1
8576,34,non_government,high_school,never_married,10,2,1,0,0,40,20,0
8577,57,non_government,associates_degree_academic, widowed,2,3,0,0,0,35,20,0
8578,38,non_government,bachelors_degree,never_married,7,3,1,0,0,20,20,0
8579,30,non_government,high_school, separated,2,2,0,0,0,40,20,0
8580,56,non_government,high_school, divorced,8,3,1,0,0,40,20,0
8581,31,government_state,masters_degree, married,1,3,1,0,0,50,20,0
8582,18,non_government,high_school,never_married,7,3,0,0,0,30,20,0
8583,55,non_government,associates_degree_vocational, divorced,2,2,0,0,0,40,20,0
8584,19,non_government,high_school,never_married,7,3,1,0,0,30,20,0
8585,21,non_government,high_school,never_married,2,3,1,0,0,40,20,0
8586,40,self_employed_not_incorporated,masters_degree, separated,0,3,0,0,0,20,20,0
8587,47,non_government,some_college, divorced,2,3,0,0,0,35,20,0
8588,48,non_government,some_college, divorced,7,2,0,0,0,35,20,0
8589,28,non_government,bachelors_degree, married,6,3,1,0,0,40,20,0
8590,47,self_employed_incorporated,professional_degree, married,1,3,1,0,5751,60,20,1
8591,37,non_government,masters_degree, married,2,3,1,23509,0,50,20,1
8592,47,non_government,associates_degree_academic, married,2,3,0,0,0,40,11,1
8593,25,non_government,high_school,never_married,2,3,1,0,0,50,20,0
8594,67,non_government,masters_degree,never_married,1,3,1,0,0,99,20,0
8595,51,non_government,high_school,never_married,4,3,0,0,0,40,20,0
8596,46,non_government,some_college, married,8,3,1,21346,0,45,20,1
8597,37,non_government,high_school, married,0,3,1,0,0,55,20,0
8598,46,government_federal,bachelors_degree, divorced,1,3,1,0,0,40,20,0
8599,19,non_government,high_school,never_married,4,3,1,0,0,16,20,0
8600,32,self_employed_not_incorporated,professional_degree, married,1,3,1,23479,0,45,20,1
8601,38,non_government,some_college, married,7,3,1,0,0,40,20,0
8602,26,non_government,associates_degree_academic,never_married,3,3,1,0,0,30,20,0
8603,41,government_local,associates_degree_academic, married,5,3,1,0,0,40,20,1
8604,46,non_government,high_school,never_married,6,3,0,0,0,48,20,0
8605,50,non_government,masters_degree, divorced,3,3,0,0,4755,45,20,0
8606,61,non_government,masters_degree, married,1,3,1,0,0,50,20,0
8607,40,non_government,high_school,never_married,0,0,1,19889,0,43,20,0
8608,30,non_government,some_college,never_married,6,3,1,0,0,44,20,0
8609,40,non_government,associates_degree_academic, divorced,1,3,1,0,0,50,20,0
8610,56,non_government,some_college, married,11,3,1,0,0,60,20,1
8611,68,non_government,high_school, married,8,3,1,0,1334,12,20,0
8612,22,non_government,bachelors_degree, married,2,0,0,8758,0,25,20,0
8613,26,non_government,high_school,never_married,7,3,1,0,0,30,20,0
8614,40,government_state,some_college, divorced,2,2,0,0,0,35,20,0
8615,37,non_government,high_school,never_married,2,2,0,0,0,40,20,0
8616,19,non_government,high_school,never_married,6,3,1,0,0,20,20,0
8617,33,non_government,bachelors_degree, married,4,3,1,0,0,40,20,0
8618,30,non_government,high_school, married,2,3,1,0,0,40,20,0
8619,22,non_government,high_school,never_married,4,2,1,0,0,25,20,0
8620,60,non_government,masters_degree, married,8,3,1,0,0,10,20,0
8621,41,non_government,high_school, married,6,3,1,0,0,45,20,0
8622,35,non_government,some_college, married,10,3,1,0,0,40,20,0
8623,34,non_government,some_college, married,7,3,1,0,0,50,20,0
8624,27,government_local,bachelors_degree,never_married,1,3,0,0,0,40,20,0
8625,65,non_government,doctoral_degree, married,0,3,1,0,0,40,20,1
8626,50,self_employed_not_incorporated,high_school, married,11,3,1,0,0,30,20,0
8627,27,non_government,associates_degree_vocational, married,2,3,0,0,0,35,20,0
8628,48,non_government,high_school, divorced,0,1,0,0,0,40,20,0
8629,28,non_government,bachelors_degree, married,0,3,0,0,0,40,20,1
8630,36,non_government,bachelors_degree, divorced,1,3,1,0,0,45,20,0
8631,48,non_government,high_school, divorced,8,3,1,0,0,40,20,0
8632,26,non_government,high_school,never_married,4,3,1,0,0,42,20,0
8633,45,government_federal,some_college, married,2,3,1,0,0,40,18,1
8634,25,non_government,associates_degree_vocational, married,1,3,0,0,6015,40,20,1
8635,23,non_government,some_college, married,7,2,1,0,0,50,20,0
8636,53,non_government,associates_degree_academic, married,0,3,1,7598,0,99,20,0
8637,34,non_government,associates_degree_vocational, married,2,3,0,0,3094,40,20,0
8638,24,non_government,bachelors_degree,never_married,0,3,1,0,0,45,20,0
8639,23,government_local,high_school,never_married,7,3,0,0,0,45,20,0
8640,43,non_government,some_college,never_married,2,3,1,0,0,48,20,1
8641,23,non_government,bachelors_degree,never_married,0,1,1,0,0,40,20,0
8642,25,non_government,some_college, married,9,3,1,9997,0,40,20,0
8643,28,non_government,some_college, married,3,3,0,0,0,40,20,0
8644,51,government_local,masters_degree, married,1,3,0,0,0,70,20,1
8645,23,government_local,some_college,never_married,2,3,0,0,0,20,20,0
8646,26,non_government,some_college, married,10,3,1,0,0,40,20,0
8647,30,non_government,some_college, married,6,3,1,0,0,40,20,0
8648,19,non_government,high_school, separated,2,3,0,0,0,30,20,0
8649,44,non_government,associates_degree_vocational, married,0,3,1,0,0,40,20,0
8650,42,non_government,some_college, married,6,3,1,9898,0,45,20,1
8651,32,non_government,some_college, married,2,3,1,0,0,40,27,0
8652,24,non_government,high_school, married,10,3,0,0,0,40,20,0
8653,26,non_government,bachelors_degree,never_married,3,3,0,0,0,48,20,0
8654,46,government_state,some_college, divorced,2,3,0,0,0,48,20,0
8655,42,non_government,some_college, married,0,3,1,0,0,65,20,0
8656,28,non_government,masters_degree, married,1,3,1,0,0,60,20,0
8657,35,non_government,some_college,never_married,3,3,1,0,0,50,20,0
8658,60,non_government,some_college, married,9,3,1,0,0,38,20,0
8659,31,government_local,masters_degree,never_married,1,3,1,0,0,43,20,0
8660,37,non_government,high_school,never_married,6,3,1,0,0,40,20,0
8661,29,non_government,some_college,never_married,3,3,1,0,0,30,20,0
8662,34,non_government,high_school, divorced,11,3,1,0,0,40,20,0
8663,27,non_government,bachelors_degree, married,2,3,0,0,0,40,3,1
8664,50,government_state,high_school, divorced,2,3,0,0,0,46,20,0
8665,40,non_government,high_school,never_married,7,3,1,0,0,25,20,0
8666,24,non_government,high_school,never_married,0,3,0,0,0,40,20,0
8667,41,non_government,bachelors_degree, separated,3,3,0,0,0,30,20,0
8668,32,non_government,high_school, divorced,2,3,0,0,0,40,20,0
8669,39,non_government,some_college, married,3,3,0,0,0,45,20,1
8670,53,government_local,masters_degree, married,0,3,1,0,0,43,20,1
8671,28,non_government,some_college,never_married,10,3,1,0,0,42,20,0
8672,25,non_government,some_college, married,2,2,0,9287,0,40,20,1
8673,25,government_federal,some_college,never_married,0,2,1,0,0,40,20,0
8674,35,non_government,high_school, divorced,7,3,0,0,0,40,20,0
8675,62,non_government,high_school, married,6,3,1,0,0,40,20,0
8676,57,non_government,professional_degree,never_married,1,3,0,0,0,40,20,0
8677,19,non_government,some_college,never_married,3,3,0,0,0,30,20,0
8678,47,government_local,masters_degree, married,0,2,1,0,5656,50,20,1
8679,28,non_government,some_college,never_married,3,3,0,0,0,40,20,0
8680,21,non_government,some_college,never_married,5,3,0,0,0,25,31,0
8681,34,non_government,some_college, married,10,3,1,0,0,35,20,0
8682,31,non_government,high_school,never_married,2,3,0,0,0,40,20,0
8683,45,non_government,high_school, married,11,0,1,0,0,40,20,0
8684,23,non_government,bachelors_degree,never_married,7,3,0,0,0,20,20,0
8685,47,self_employed_not_incorporated,bachelors_degree, married,1,3,1,0,0,60,20,0
8686,44,non_government,high_school, married,8,3,1,0,0,40,20,0
8687,34,non_government,some_college, married,6,3,1,0,0,45,20,0
8688,30,non_government,some_college, divorced,4,3,1,0,0,50,20,0
8689,52,non_government,some_college, married,0,3,1,0,0,40,20,0
8690,30,non_government,high_school,never_married,3,3,0,0,0,35,20,0
8691,25,government_local,bachelors_degree,never_married,1,3,0,0,0,40,20,0
8692,40,self_employed_not_incorporated,bachelors_degree, married,3,3,1,0,0,45,20,1
8693,28,non_government,doctoral_degree,never_married,1,3,1,1814,0,50,7,0
8694,26,government_local,bachelors_degree,never_married,1,2,1,0,0,38,5,0
8695,20,non_government,high_school,never_married,7,3,1,0,0,30,20,0
8696,56,government_local,high_school, married,0,3,1,0,0,40,20,0
8697,29,government_state,associates_degree_vocational, married,9,3,1,0,0,40,20,1
8698,43,non_government,bachelors_degree, divorced,0,3,0,0,0,40,20,0
8699,24,government_federal,high_school,never_married,2,3,0,0,5854,40,20,0
8700,51,government_local,bachelors_degree, married,1,3,0,0,0,40,20,1
8701,51,non_government,high_school, married,2,3,0,21995,0,40,20,1
8702,45,government_federal,some_college, widowed,5,3,0,0,0,45,20,1
8703,53,non_government,associates_degree_vocational, married,0,3,1,0,0,45,20,0
8704,23,non_government,high_school,never_married,2,2,0,0,0,40,20,0
8705,37,non_government,high_school, married,11,3,1,0,0,40,20,0
8706,21,non_government,some_college,never_married,3,3,0,0,0,40,20,0
8707,55,self_employed_not_incorporated,high_school, married,6,3,1,0,0,60,20,0
8708,29,non_government,associates_degree_academic, married,2,3,1,0,0,40,20,0
8709,59,non_government,high_school,never_married,0,3,0,0,1776,38,20,0
8710,58,non_government,high_school, married,3,3,0,0,0,38,20,0
8711,36,non_government,bachelors_degree,never_married,1,3,0,0,0,45,20,0
8712,51,non_government,high_school, divorced,1,3,1,0,0,40,20,0
8713,26,government_local,masters_degree,never_married,1,3,1,0,0,50,20,0
8714,30,non_government,bachelors_degree, married,0,3,0,0,0,40,20,1
8715,20,non_government,some_college,never_married,2,3,0,0,0,25,20,0
8716,55,non_government,high_school, married,3,3,1,12427,0,40,20,0
8717,22,non_government,some_college,never_married,6,3,1,0,0,35,20,0
8718,44,non_government,high_school, married,4,3,0,9991,0,30,20,0
8719,38,non_government,some_college, married,6,2,1,0,0,40,20,0
8720,50,non_government,some_college, married,3,3,1,0,0,40,20,0
8721,31,non_government,high_school, married,10,3,1,0,4703,40,20,0
8722,36,non_government,high_school, married,10,2,1,0,0,40,24,0
8723,32,non_government,associates_degree_vocational, divorced,0,3,0,0,0,50,20,0
8724,29,non_government,bachelors_degree,never_married,1,3,0,45327,0,40,20,1
8725,53,government_federal,high_school, married,2,3,1,0,0,40,20,0
8726,55,non_government,bachelors_degree, married,1,3,1,0,0,40,20,1
8727,36,non_government,some_college,never_married,10,3,1,0,0,40,20,0
8728,29,government_local,high_school,never_married,7,3,0,0,0,40,20,0
8729,42,non_government,high_school, divorced,6,3,0,0,0,40,20,0
8730,41,non_government,high_school, married,11,3,1,0,0,40,20,0
8731,59,non_government,some_college, divorced,6,3,1,8627,0,40,20,0
8732,27,non_government,some_college,never_married,0,3,0,0,0,40,20,0
8733,57,non_government,bachelors_degree, married,1,3,1,8725,0,50,20,1
8734,20,non_government,high_school, married,4,3,1,0,0,60,20,0
8735,45,non_government,bachelors_degree, married,1,3,1,0,0,55,20,1
8736,27,non_government,bachelors_degree,never_married,1,3,1,0,0,45,20,0
8737,45,non_government,bachelors_degree, married,0,3,1,0,0,50,20,1
8738,45,government_state,high_school, divorced,2,3,0,0,0,40,20,0
8739,49,non_government,high_school, married,10,3,1,0,0,40,20,0
8740,51,non_government,high_school, married,9,3,1,0,0,40,20,0
8741,47,self_employed_not_incorporated,bachelors_degree, married,0,3,1,0,0,50,20,0
8742,52,self_employed_not_incorporated,high_school, divorced,11,3,1,0,0,25,20,0
8743,30,self_employed_incorporated,some_college, married,3,3,1,0,0,50,20,0
8744,21,non_government,some_college,never_married,7,3,1,0,0,25,20,0
8745,54,non_government,some_college, married,3,3,1,21689,0,50,20,1
8746,25,non_government,some_college,never_married,0,3,0,0,0,60,20,0
8747,32,non_government,some_college,never_married,4,3,1,0,0,40,20,0
8748,26,non_government,high_school, divorced,7,3,1,0,0,40,20,0
8749,22,non_government,bachelors_degree,never_married,0,3,1,0,0,30,20,0
8750,19,non_government,high_school,never_married,6,3,1,0,0,40,20,0
8751,48,government_federal,bachelors_degree, divorced,0,3,1,0,0,45,20,0
8752,38,non_government,high_school, married,3,3,1,0,0,50,20,0
8753,41,non_government,high_school, divorced,6,3,1,0,7033,40,20,0
8754,35,self_employed_incorporated,some_college, divorced,0,3,1,0,0,60,20,0
8755,44,non_government,bachelors_degree, divorced,1,3,0,0,0,40,20,0
8756,39,non_government,some_college, divorced,2,3,0,0,0,40,20,0
8757,45,non_government,some_college, divorced,10,3,0,0,0,40,20,0
8758,41,self_employed_incorporated,high_school, married,6,3,1,0,0,50,20,0
8759,56,non_government,associates_degree_academic, married,7,3,1,0,0,50,20,0
8760,33,self_employed_incorporated,high_school, married,0,3,1,0,0,50,20,0
8761,27,non_government,associates_degree_academic,never_married,3,3,1,0,0,42,20,0
8762,47,self_employed_not_incorporated,associates_degree_academic, married,6,3,1,0,5123,65,20,0
8763,38,non_government,high_school,never_married,7,2,0,0,0,24,20,0
8764,25,non_government,high_school, married,6,3,1,0,0,35,20,0
8765,24,non_government,high_school, married,3,3,0,0,0,36,20,0
8766,25,non_government,some_college, married,6,3,1,0,0,60,20,1
8767,30,non_government,bachelors_degree,never_married,0,3,0,0,0,40,20,0
8768,38,non_government,bachelors_degree, divorced,1,2,0,47252,0,45,20,1
8769,47,non_government,some_college, divorced,3,3,1,0,0,55,20,0
8770,58,self_employed_not_incorporated,high_school, married,0,3,1,0,0,40,20,0
8771,34,non_government,some_college, married,6,3,1,0,0,50,20,0
8772,23,non_government,some_college, married,3,3,0,0,0,40,20,0
8773,21,non_government,some_college,never_married,10,3,0,0,0,70,20,0
8774,53,government_state,some_college, divorced,2,3,0,13210,0,40,20,0
8775,29,non_government,bachelors_degree,never_married,7,3,1,0,0,35,20,0
8776,63,self_employed_not_incorporated,high_school, married,6,3,1,0,0,40,20,0
8777,52,non_government,associates_degree_vocational, married,5,3,1,14853,0,40,20,0
8778,23,non_government,high_school,never_married,2,2,0,0,0,40,20,0
8779,84,government_local,associates_degree_vocational, widowed,2,3,0,0,0,14,20,0
8780,39,non_government,high_school, married,6,3,1,0,0,40,20,0
8781,30,non_government,high_school,never_married,9,3,1,0,0,70,20,0
8782,50,self_employed_not_incorporated,high_school, divorced,11,3,1,0,0,40,20,0
8783,28,government_state,professional_degree,never_married,1,3,1,0,0,90,20,0
8784,40,non_government,bachelors_degree, married,3,3,1,0,6079,60,20,1
8785,32,non_government,some_college, divorced,3,3,0,0,0,30,20,0
8786,34,non_government,associates_degree_academic, married,6,3,1,0,0,65,20,0
8787,51,non_government,associates_degree_academic, married,6,3,1,0,0,45,20,1
8788,23,non_government,some_college,never_married,2,3,1,0,0,40,20,0
8789,90,non_government,some_college,never_married,7,1,1,0,0,35,20,0
8790,42,non_government,high_school,never_married,3,3,0,0,0,40,20,0
8791,34,non_government,some_college, married,0,3,1,0,0,40,20,0
8792,30,non_government,associates_degree_vocational, married,5,3,0,0,0,40,22,1
8793,48,non_government,high_school, married,6,3,1,0,0,40,20,0
8794,65,non_government,some_college, divorced,1,3,1,32838,0,50,20,1
8795,22,non_government,associates_degree_academic,never_married,2,3,0,0,0,40,20,0
8796,36,government_local,high_school, separated,0,2,1,0,0,40,20,0
8797,48,non_government,high_school, divorced,3,3,0,0,0,30,20,0
8798,30,non_government,masters_degree,never_married,1,2,1,0,0,30,20,0
8799,39,non_government,some_college, separated,1,3,0,0,0,40,20,0
8800,28,non_government,high_school,never_married,7,3,1,0,0,32,20,0
8801,23,non_government,high_school, divorced,0,3,0,0,0,40,20,0
8802,38,self_employed_not_incorporated,bachelors_degree, married,3,3,0,0,0,60,20,1
8803,21,non_government,some_college,never_married,7,3,1,0,0,32,20,0
8804,26,non_government,associates_degree_academic,never_married,5,3,1,0,0,45,20,0
8805,27,non_government,bachelors_degree,never_married,1,3,0,0,0,20,20,0
8806,60,non_government,associates_degree_vocational, widowed,0,1,0,0,0,40,20,1
8807,50,self_employed_not_incorporated,high_school, married,6,3,1,0,0,30,20,0
8808,21,non_government,associates_degree_vocational, married,2,3,0,0,4896,40,20,0
8809,55,non_government,high_school, divorced,3,3,0,0,0,40,20,0
8810,25,non_government,bachelors_degree,never_married,3,3,0,0,0,40,20,0
8811,39,non_government,high_school, married,3,3,1,0,0,50,20,0
8812,49,government_local,bachelors_degree,never_married,1,3,0,0,0,50,20,0
8813,31,non_government,high_school, married,11,3,1,8974,0,45,20,0
